 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $17,347 ",KALISPELL,MT,59901,442299,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/13/20,First Interstate Bank,MT - 00
" $17,347 ",GREAT FALLS,MT,59404,541611,Corporation,White,Male Owned,Non-Veteran,,1,4/13/20,Mid Oregon FCU,MT - 00
" $17,338 ",HAMILTON,MT,59840,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/13/20,First Interstate Bank,MT - 00
" $17,333 ",GREAT FALLS,MT,59404,236117,Corporation,Unanswered,Unanswered,Unanswered,,2,4/16/20,First Interstate Bank,MT - 00
" $17,332 ",GREAT FALLS,MT,59404,236117,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/7/20,American Bank Center,MT - 00
" $17,313 ",SCOBEY,MT,59263,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/7/20,Independence Bank,MT - 00
" $17,305 ",BOZEMAN,MT,59718,236115,Independent Contractors,Unanswered,Unanswered,Unanswered,,3,5/3/20,Cross River Bank,MT - 00
" $17,302 ",GLENDIVE,MT,59330,213112,Corporation,White,Male Owned,Unanswered,,4,5/8/20,Stockman Bank of Montana,MT - 00
" $17,300 ",POLSON,MT,59860,236210,Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $17,300 ",HELENA,MT,59601,813110,Corporation,Unanswered,Unanswered,Unanswered,,3,4/27/20,Glacier Bank,MT - 00
" $17,300 ",HELENA,MT,59601,561740,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
" $17,300 ",MOORE,MT,59464,113110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/3/20,Stockman Bank of Montana,MT - 00
" $17,300 ",KALISPELL,MT,59901,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/27/20,Freedom Bank,MT - 00
" $17,300 ",VICTOR,MT,59875,541940,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,5,4/27/20,TrailWest Bank,MT - 00
" $17,300 ",BELGRADE,MT,59714,531390,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $17,300 ",HAMILTON,MT,59840,453110,Subchapter S Corporation,Hispanic,Female Owned,Unanswered,,3,4/27/20,TrailWest Bank,MT - 00
" $17,300 ",BOZEMAN,MT,59718,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4/7/20,Glacier Bank,MT - 00
" $17,300 ",GREAT FALLS,MT,59401,424130,Corporation,White,Male Owned,Veteran,,2,4/15/20,Stockman Bank of Montana,MT - 00
" $17,300 ",KALISPELL,MT,59901,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/15/20,Glacier Bank,MT - 00
" $17,281 ",BOZEMAN,MT,59715,315990,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
" $17,279 ",MISSOULA,MT,59801,541110,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
" $17,268 ",GREAT FALLS,MT,59405,713210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/30/20,American Bank Center,MT - 00
" $17,267 ",FAIRFIELD,MT,59436,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/15/20,Glacier Bank,MT - 00
" $17,258 ",MISSOULA,MT,59803,541110,Corporation,Unanswered,Unanswered,Unanswered,,2,4/29/20,First Interstate Bank,MT - 00
" $17,255 ",STOCKETT,MT,59480,111140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
" $17,250 ",HARDIN,MT,59034,115116,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,6/26/20,First Interstate Bank,MT - 00
" $17,242 ",DEER LODGE,MT,59722,523999,Corporation,White,Female Owned,Non-Veteran,,3,4/14/20,First Security Bank of Deer Lodge,MT - 00
" $17,233 ",TERRY,MT,59349,445120,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,4,4/7/20,Stockman Bank of Montana,MT - 00
" $17,222 ",BOZEMAN,MT,59715,711510,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $17,217 ",KALISPELL,MT,59901,488510,Corporation,Unanswered,Unanswered,Unanswered,,3,4/11/20,First Interstate Bank,MT - 00
" $17,213 ",HELENA,MT,59601,722330,Corporation,White,Male Owned,Non-Veteran,,10,4/10/20,First Interstate Bank,MT - 00
" $17,203 ",BOZEMAN,MT,59715,311421,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $17,200 ",BILLINGS,MT,59102,531210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,5,4/15/20,The Yellowstone Bank,MT - 00
" $17,200 ",BAKER,MT,59313,112111,Corporation,Unanswered,Unanswered,Unanswered,,4,5/4/20,Dakota Western Bank,MT - 00
" $17,200 ",BOZEMAN,MT,59715,541330,Corporation,Unanswered,Unanswered,Unanswered,,3,4/15/20,Glacier Bank,MT - 00
" $17,200 ",THOMPSON FALLS,MT,59873,722515,Corporation,Unanswered,Male Owned,Unanswered,,5,4/15/20,Glacier Bank,MT - 00
" $17,200 ",HELENA,MT,59602,722511,Partnership,Unanswered,Unanswered,Unanswered,,4,4/10/20,Glacier Bank,MT - 00
" $17,200 ",REXFORD,MT,59930,238340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/13/20,First Interstate Bank,MT - 00
" $17,200 ",CASCADE,MT,59421,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/3/20,Glacier Bank,MT - 00
" $17,200 ",BILLINGS,MT,59102,213112,Subchapter S Corporation,White,Male Owned,Unanswered,,1,4/3/20,Stockman Bank of Montana,MT - 00
" $17,200 ",BILLINGS,MT,59106,423450,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3,4/27/20,The Yellowstone Bank,MT - 00
" $17,200 ",HELENA,MT,59602,236117,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2,4/4/20,Glacier Bank,MT - 00
" $17,200 ",STEVENSVILLE,MT,59870,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,7,4/13/20,TrailWest Bank,MT - 00
" $17,200 ",MONARCH,MT,59463,722410,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,6,4/13/20,Citizens Alliance Bank,MT - 00
" $17,200 ",LAUREL,MT,59044,813110,Corporation,Unanswered,Unanswered,Unanswered,,8,4/27/20,Glacier Bank,MT - 00
" $17,200 ",BOZEMAN,MT,59718,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,Bank of Bozeman,MT - 00
" $17,200 ",KALISPELL,MT,59901,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/29/20,Glacier Bank,MT - 00
" $17,200 ",HELENA,MT,59602,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/14/20,Glacier Bank,MT - 00
" $17,200 ",SAINT REGIS,MT,59866,713910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,4/7/20,Glacier Bank,MT - 00
" $17,200 ",HELENA,MT,59602,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Opportunity Bank of Montana,MT - 00
" $17,200 ",GREAT FALLS,MT,59404,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $17,200 ",BILLINGS,MT,59101,444190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/30/20,Beartooth Bank,MT - 00
" $17,200 ",LEWISTOWN,MT,59457,561622,Sole Proprietorship,White,Male Owned,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $17,200 ",BOZEMAN,MT,59718,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/8/20,Stockman Bank of Montana,MT - 00
" $17,200 ",COOKE CITY,MT,59020,721110,Corporation,Unanswered,Unanswered,Unanswered,,12,4/28/20,"Bank of Bridger, National Association",MT - 00
" $17,200 ",ANACONDA,MT,59711,541213,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,"First Montana Bank, Inc.",MT - 00
" $17,200 ",HAMILTON,MT,59840,722410,Corporation,Unanswered,Female Owned,Unanswered,,8,4/28/20,Farmers State Bank,MT - 00
" $17,200 ",MISSOULA,MT,59808,485999,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,7,4/15/20,Clearwater FCU,MT - 00
" $17,162 ",BOZEMAN,MT,59718,339113,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,3,5/5/20,Montana Community Development Corp.,MT - 00
" $17,160 ",BOZEMAN,MT,59715,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/14/20,Stockman Bank of Montana,MT - 00
" $17,155 ",BOZEMAN,MT,59718,624410,Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,Glacier Bank,MT - 00
" $17,150 ",BILLINGS,MT,59102,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $17,142 ",BILLINGS,MT,59102,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/10/20,Altana FCU,MT - 00
" $17,140 ",BILLINGS,MT,59105,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/29/20,First Interstate Bank,MT - 00
" $17,140 ",BELGRADE,MT,59714,611110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/28/20,First Interstate Bank,MT - 00
" $17,130 ",BUTTE,MT,59701,442210,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,2,4/11/20,"First Montana Bank, Inc.",MT - 00
" $17,125 ",GLENDIVE,MT,59330,213112,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,American Bank Center,MT - 00
" $17,115 ",TWO DOT,MT,59085,112111,Partnership,White,Male Owned,Unanswered,,2,4/27/20,Citizens Bank & Trust Company,MT - 00
" $17,102 ",ENNIS,MT,59729,541850,Subchapter S Corporation,White,Male Owned,Unanswered,,4,4/14/20,Madison Valley Bank,MT - 00
" $17,100 ",MANHATTAN,MT,59741,115112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/15/20,Manhattan Bank,MT - 00
" $17,100 ",MISSOULA,MT,59802,722410,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,9,4/15/20,Bank of Montana,MT - 00
" $17,100 ",KALISPELL,MT,59901,445310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/27/20,Three Rivers Bank of Montana,MT - 00
" $17,100 ",COLUMBIA FALLS,MT,59912,713210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4/29/20,Glacier Bank,MT - 00
" $17,100 ",WHITEFISH,MT,59937,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/4/20,American Bank,MT - 00
" $17,100 ",GREAT FALLS,MT,59404,713210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4/4/20,American Bank Center,MT - 00
" $17,100 ",MISSOULA,MT,59801,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/4/20,Stockman Bank of Montana,MT - 00
" $17,100 ",HELENA,MT,59602,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/27/20,Glacier Bank,MT - 00
" $17,100 ",BOZEMAN,MT,59715,323117,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/6/20,Glacier Bank,MT - 00
" $17,100 ",STEVENSVILLE,MT,59870,454390,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,4,4/6/20,TrailWest Bank,MT - 00
" $17,100 ",MISSOULA,MT,59804,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/27/20,Clearwater FCU,MT - 00
" $17,100 ",BOZEMAN,MT,59715,453920,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,4,4/6/20,Glacier Bank,MT - 00
" $17,100 ",BIG SKY,MT,59716,541713,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/6/20,Glacier Bank,MT - 00
" $17,100 ",BOZEMAN,MT,59718,423390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/6/20,ANB Bank,MT - 00
" $17,100 ",PABLO,MT,59855,311612,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,4/14/20,Valley Bank of Ronan,MT - 00
" $17,100 ",BOZEMAN,MT,59718,531210,Corporation,White,Male Owned,Unanswered,,15,4/30/20,The Yellowstone Bank,MT - 00
" $17,100 ",GREAT FALLS,MT,59405,238190,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,3,4/7/20,Stockman Bank of Montana,MT - 00
" $17,100 ",WOLF CREEK,MT,59648,721191,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,9,5/1/20,Stockman Bank of Montana,MT - 00
" $17,100 ",BUTTE,MT,59701,721110,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,4,4/8/20,"First Montana Bank, Inc.",MT - 00
" $17,100 ",HAMILTON,MT,59840,813110,Non-Profit Organization,White,Male Owned,Unanswered,Y,6,5/1/20,TrailWest Bank,MT - 00
" $17,100 ",BILLINGS,MT,59102,812111,Independent Contractors,White,Unanswered,Non-Veteran,,1,4/15/20,The Yellowstone Bank,MT - 00
" $17,100 ",WILSALL,MT,59086,112111,Corporation,Unanswered,Unanswered,Unanswered,,4,4/9/20,Bank of the Rockies,MT - 00
" $17,090 ",GLENDIVE,MT,59330,236118,Sole Proprietorship,White,Male Owned,Unanswered,,1,6/25/20,Stockman Bank of Montana,MT - 00
" $17,090 ",MISSOULA,MT,59801,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/15/20,Glacier Bank,MT - 00
" $17,085 ",WHITEFISH,MT,59937,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
" $17,082 ",MISSOULA,MT,59801,812112,Independent Contractors,White,Female Owned,Non-Veteran,,1,4/28/20,First Interstate Bank,MT - 00
" $17,082 ",GLENDIVE,MT,59330,722410,Corporation,Unanswered,Unanswered,Unanswered,,6,4/28/20,American Bank Center,MT - 00
" $17,077 ",BILLINGS,MT,59102,722511,Corporation,Unanswered,Unanswered,Unanswered,,4,6/11/20,First Interstate Bank,MT - 00
" $17,075 ",MILES CITY,MT,59301,484121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,4/13/20,Stockman Bank of Montana,MT - 00
" $17,072 ",LAUREL,MT,59044,541213,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,6,4/28/20,Altana FCU,MT - 00
" $17,062 ",BILLINGS,MT,59102,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,5/3/20,"U.S. Bank, National Association",MT - 00
" $17,057 ",HELENA,MT,59601,453920,Subchapter S Corporation,White,Male Owned,Non-Veteran,,5,4/9/20,Stockman Bank of Montana,MT - 00
" $17,052 ",BOZEMAN,MT,59715,512110,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/20,"U.S. Bank, National Association",MT - 00
" $17,050 ",KALISPELL,MT,59901,722511,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,8,4/27/20,"First Montana Bank, Inc.",MT - 00
" $17,048 ",GREAT FALLS,MT,59405,722513,Corporation,Asian,Male Owned,Veteran,,5,4/9/20,First Interstate Bank,MT - 00
" $17,042 ",CHESTER,MT,59522,811121,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/20,"U.S. Bank, National Association",MT - 00
" $17,040 ",TOSTON,MT,59743,484110,Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,Glacier Bank,MT - 00
" $17,040 ",BOZEMAN,MT,59715,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $17,040 ",LOLO,MT,59847,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,4/27/20,TrailWest Bank,MT - 01
" $17,038 ",COLUMBUS,MT,59019,211120,Corporation,Unanswered,Unanswered,Unanswered,,2,4/14/20,First Interstate Bank,MT - 00
" $17,032 ",BIG SKY,MT,59716,713990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,6/30/20,Glacier Bank,MT - 00
" $17,031 ",GLASGOW,MT,59230,111998,Corporation,Unanswered,Unanswered,Unanswered,,9,5/24/20,"Kabbage, Inc.",MT - 00
" $17,031 ",MILES CITY,MT,59301,561740,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/13/20,First Interstate Bank,MT - 00
" $17,030 ",POLSON,MT,59860,236115,Corporation,Unanswered,Unanswered,Unanswered,,4,4/5/20,First Interstate Bank,MT - 00
" $17,030 ",HARDIN,MT,59034,541219,Corporation,Unanswered,Unanswered,Unanswered,,3,4/6/20,Little Horn State Bank,MT - 00
" $17,026 ",BELGRADE,MT,59714,624410,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,5,4/11/20,Sky FCU,MT - 00
" $17,023 ",GREAT FALLS,MT,59405,713210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/29/20,First Interstate Bank,MT - 00
" $17,018 ",BILLINGS,MT,59101,327390,Corporation,Unanswered,Unanswered,Unanswered,,6,4/28/20,First Interstate Bank,MT - 00
" $17,015 ",MILES CITY,MT,59301,111140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/26/20,First Interstate Bank,MT - 00
" $17,015 ",HARDIN,MT,59034,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,Little Horn State Bank,MT - 00
" $17,010 ",GREAT FALLS,MT,59404,484110,Joint Venture,Unanswered,Unanswered,Unanswered,,2,6/10/20,First Interstate Bank,MT - 00
" $17,006 ",GREAT FALLS,MT,59401,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/30/20,1st Liberty FCU,MT - 00
" $17,005 ",WHITEFISH,MT,59937,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/13/20,First Interstate Bank,MT - 00
" $17,003 ",BOZEMAN,MT,59718,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/17/20,"U.S. Bank, National Association",MT - 00
" $17,000 ",TOWNSEND,MT,59644,721211,Corporation,Unanswered,Unanswered,Unanswered,,5,4/15/20,Opportunity Bank of Montana,MT - 00
" $17,000 ",RED LODGE,MT,59068,332111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,3,4/29/20,First Interstate Bank,MT - 00
" $17,000 ",MISSOULA,MT,59801,447110,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,6,4/10/20,Stockman Bank of Montana,MT - 00
" $17,000 ",BOZEMAN,MT,59718,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/16/20,First Interstate Bank,MT - 00
" $17,000 ",BOZEMAN,MT,59715,811310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,5/3/20,Celtic Bank Corporation,MT - 00
" $17,000 ",ALBERTON,MT,59820,541370,Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,Clearwater FCU,MT - 00
" $17,000 ",HELENA,MT,59601,561720,Subchapter S Corporation,White,Male Owned,Non-Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
" $17,000 ",MISSOULA,MT,59801,531210,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,2,4/3/20,Clearwater FCU,MT - 00
" $17,000 ",BLACK EAGLE,MT,59414,312120,Corporation,Unanswered,Female Owned,Unanswered,,3,4/4/20,American Bank Center,MT - 00
" $17,000 ",PLENTYWOOD,MT,59254,541211,Corporation,Unanswered,Unanswered,Unanswered,,1,4/4/20,Stockman Bank of Montana,MT - 00
" $17,000 ",CONRAD,MT,59425,441210,Corporation,Unanswered,Unanswered,Non-Veteran,,2,4/5/20,Glacier Bank,MT - 00
" $17,000 ",LIVINGSTON,MT,59047,713990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/13/20,American Bank,MT - 00
" $17,000 ",FORSYTH,MT,59327,713910,Corporation,Hispanic,Female Owned,Unanswered,,25,4/13/20,First State Bank of Forsyth,MT - 00
" $17,000 ",MISSOULA,MT,59808,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $17,000 ",VIRGINIA CITY,MT,59755,722310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,4/27/20,Madison Valley Bank,MT - 00
" $17,000 ",POLSON,MT,59860,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/14/20,Glacier Bank,MT - 00
" $17,000 ",BOZEMAN,MT,59715,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $17,000 ",BOZEMAN,MT,59717,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/7/20,Glacier Bank,MT - 00
" $17,000 ",PARK CITY,MT,59063,238910,Corporation,Unanswered,Unanswered,Unanswered,,5,4/7/20,Glacier Bank,MT - 00
" $17,000 ",BIG SKY,MT,59716,448150,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/7/20,Glacier Bank,MT - 00
" $17,000 ",STEVENSVILLE,MT,59870,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,5,4/28/20,Rocky Mountain Bank,MT - 00
" $17,000 ",GREAT FALLS,MT,59404,238910,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,3,4/28/20,Stockman Bank of Montana,MT - 00
" $17,000 ",BILLINGS,MT,59101,441120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Stockman Bank of Montana,MT - 00
" $17,000 ",LIVINGSTON,MT,59047,722410,Corporation,Unanswered,Male Owned,Non-Veteran,,8,4/28/20,Glacier Bank,MT - 00
" $17,000 ",BILLINGS,MT,59101,522320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/19/20,Glacier Bank,MT - 00
" $17,000 ",MISSOULA,MT,59803,327320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/9/20,Glacier Bank,MT - 00
" $17,000 ",RONAN,MT,59864,812199,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,4,4/9/20,Valley Bank of Ronan,MT - 00
" $17,000 ",GLASGOW,MT,59230,453110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/9/20,Independence Bank,MT - 00
" $16,992 ",FORT BENTON,MT,59442,115116,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/10/20,Glacier Bank,MT - 00
" $16,987 ",GRASS RANGE,MT,59032,722511,Corporation,Unanswered,Unanswered,Unanswered,,5,4/27/20,Glacier Bank,MT - 00
" $16,960 ",BOZEMAN,MT,59715,621420,Sole Proprietorship,White,Female Owned,Unanswered,,1,4/28/20,Sky FCU,MT - 00
" $16,957 ",BOZEMAN,MT,59718,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/3/20,"U.S. Bank, National Association",MT - 00
" $16,947 ",GREAT FALLS,MT,59404,441228,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/9/20,Stockmens Bank,MT - 00
" $16,945 ",BOZEMAN,MT,59715,621111,Corporation,Unanswered,Male Owned,Unanswered,,3,4/8/20,Bank of Bozeman,MT - 00
" $16,920 ",HELENA,MT,59601,811111,Corporation,Unanswered,Male Owned,Non-Veteran,,2,4/6/20,First Interstate Bank,MT - 00
" $16,915 ",LIBBY,MT,59923,561710,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,4,4/27/20,Lincoln County CU,MT - 00
" $16,910 ",MILES CITY,MT,59301,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/27/20,Stockman Bank of Montana,MT - 00
" $16,900 ",WHITEFISH,MT,59937,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/10/20,Three Rivers Bank of Montana,MT - 00
" $16,900 ",WESTBY,MT,59275,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,5/5/20,Stockman Bank of Montana,MT - 00
" $16,900 ",DILLON,MT,59725,813110,Non-Profit Organization,White,Female Owned,Unanswered,Y,2,4/10/20,Stockman Bank of Montana,MT - 00
" $16,900 ",BILLINGS,MT,59101,561720,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,4,4/10/20,The Yellowstone Bank,MT - 00
" $16,900 ",GREAT FALLS,MT,59405,561730,Subchapter S Corporation,Unanswered,Unanswered,Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
" $16,900 ",DIVIDE,MT,59727,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/27/20,Glacier Bank,MT - 00
" $16,900 ",FAIRFIELD,MT,59436,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/6/20,Glacier Bank,MT - 00
" $16,900 ",HELENA,MT,59602,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/14/20,Glacier Bank,MT - 00
" $16,900 ",JOLIET,MT,59041,238330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/30/20,Glacier Bank,MT - 00
" $16,900 ",HOT SPRINGS,MT,59845,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/9/20,Valley Bank of Ronan,MT - 00
" $16,900 ",MISSOULA,MT,59801,236115,Partnership,Unanswered,Male Owned,Unanswered,,2,4/15/20,Stockman Bank of Montana,MT - 00
" $16,900 ",GERALDINE,MT,59446,111998,Corporation,Unanswered,Male Owned,Unanswered,,1,4/28/20,Stockman Bank of Montana,MT - 00
" $16,895 ",BOZEMAN,MT,59718,611620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/15/20,First Interstate Bank,MT - 00
" $16,881 ",MISSOULA,MT,59801,811122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/14/20,"U.S. Bank, National Association",MT - 00
" $16,875 ",BOZEMAN,MT,59715,541990,Corporation,Unanswered,Unanswered,Unanswered,,2,4/16/20,First Interstate Bank,MT - 00
" $16,875 ",GREAT FALLS,MT,59404,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/30/20,WebBank,MT - 00
" $16,855 ",WHITEFISH,MT,59937,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/14/20,First Interstate Bank,MT - 00
" $16,853 ",RED LODGE,MT,59068,712110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5,4/27/20,First Interstate Bank,MT - 00
" $16,834 ",SHELBY,MT,59474,444130,Corporation,White,Male Owned,Non-Veteran,,4,4/8/20,The First State Bank of Shelby,MT - 00
" $16,826 ",CIRCLE,MT,59215,112111,Corporation,Unanswered,Male Owned,Non-Veteran,,3,4/28/20,Grasslands FCU,MT - 00
" $16,802 ",BOZEMAN,MT,59715,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
